0.011381978	-0.034753397	0.029773088	0.030226218	0.026301244	0.041935522	0.013774743	-0.032276433	0.024956148	0.042914648	-0.037640564	-0.0759982	-0.032859072	-0.019161243	-0.040299624	-0.023091443
0.020387474	-0.009396575	0.06811506	-0.015041594	-0.0023959293	0.0060619535	0.023950703	-0.030141072	0.063022256	0.036607977	0.02691587	-0.14825	0.020034509	-0.068186074	-0.03401131	-0.023127465
0.05834368	-0.013957664	0.0063790535	-0.012668056	0.009025611	-0.085138336	-0.012394383	0.0032732221	0.08161402	-0.010322385	0.004760464	-0.08021677	-0.0498527	0.02241705	-0.060756546	0.010098536
0.016713064	0.019700794	0.028191527	0.034278803	-0.070991084	-0.005178108	-0.010552559	-0.030690692	0.049251117	0.025399944	0.009031009	-0.06239365	-0.029130125	-0.021125926	-0.094217576	0.0014272975
-0.027363336	0.08382721	0.041309383	-0.019032154	-0.041988295	-0.005254378	0.039374176	-0.052274927	0.021841723	0.008723333	-0.010618855	-0.03708155	-0.021734258	0.014691684	0.0015438779	0.022476187
-0.011571875	0.0047867172	0.012404582	-0.03667121	0.01184132	0.003508064	0.03256937	-0.046093542	0.104344465	0.035929736	-0.00834148	-0.013734548	0.00488522	-0.07114675	-0.04555814	-0.07043863
-0.010675222	0.049331043	0.096938975	0.00066219893	-0.052245162	-0.011855285	0.015407966	0.017863855	0.046101205	0.09761509	-0.023113195	-0.16427286	-0.026174897	0.0026608873	-0.08107314	-0.00959973
0.04978696	-0.014465127	0.033527117	-0.043092128	-0.060183372	0.04675402	0.03493059	-0.016219886	0.0018655825	-0.023763668	0.004467588	-0.115181915	-0.076783106	-0.09675547	-0.08828349	0.06533765
0.06781551	0.027203234	0.058536556	0.026165703	-0.027586738	-0.033476185	0.002676927	-0.08314134	0.008875655	-0.0005684898	-0.1207228	-0.112104714	-0.025444433	-0.05068317	-0.046505567	0.022415131
0.09274909	-0.0032653885	0.09144043	0.05091392	-0.03566801	-0.084024	-0.025946386	-0.0525256	0.058019876	0.056768343	0.0116153	-0.069475725	-0.06437644	0.014358896	0.011777819	0.034236208
-0.023262998	0.020801587	-0.021489836	0.05746171	0.017372267	-0.03546928	3.4812445e-05	-0.034775924	0.052793827	0.0076830965	-0.037063263	-0.10687182	-0.05146083	-0.00078431	-0.045827396	-0.049004618
-0.0044900705	0.004236635	0.07475059	-0.009172346	-0.046738822	0.028598674	0.037760086	0.0056257388	-0.010149383	0.08636552	0.024523856	-0.105262734	-0.07012747	-0.05273626	-0.012573434	-0.037940316
0.04705001	0.012007228	0.051816326	-0.033822607	-0.010203758	0.0263196	-0.024169343	0.025398511	0.0896645	-0.015853772	-0.049889006	-0.045932077	-0.06380937	-0.023942858	-0.0548304	0.02877046
0.015792185	-0.06341484	0.034393914	-0.060945064	-0.061111342	0.00024750177	0.06930384	0.00036627467	-0.054935765	0.014147613	0.020307414	-0.07892345	-0.06698657	-0.033729732	-0.043730263	-0.02248724
0.07312592	0.042651657	-0.0004713608	0.03799082	-0.02490067	0.035557576	-0.015599591	4.8553222e-05	0.021017533	-0.13852891	0.024495702	-0.05754836	-0.09193878	0.026017992	-0.043906193	0.048483104
0.033784293	-0.07462152	0.08576458	0.006020049	-0.03769241	-0.031497747	-0.0051299487	-0.0781241	0.021418663	-0.06532748	0.0036307878	-0.06912037	-0.034254756	-0.010852848	-0.11395714	-0.02012687
0.048901677	-0.040535543	-0.052100927	0.04130237	0.0084876865	-0.017564733	0.06490689	0.022845188	0.0020768817	0.01939157	0.014918698	0.012035003	-0.11412713	-0.022576515	-0.04138374	-0.036121316
-0.0702279	0.005195373	0.034196306	0.022709087	-0.0076340456	-0.003571731	0.052934367	0.0067243422	0.0032592511	-0.013575415	0.042998552	-0.102519944	-0.06523741	-0.009732325	-0.05781085	0.033838365
0.03913705	0.062642984	-0.04358744	-0.055547234	-0.042249788	0.03837164	0.0853507	-0.0024749057	0.08476429	0.07125881	0.02357062	-0.1065773	-0.027236901	0.044149198	0.0018450188	-0.105572715
-0.008257882	-0.05008645	0.04104866	-0.0048257736	-0.12876648	-0.04830076	-0.017801676	0.04515656	0.0387204	0.07334488	0.02354385	-0.0038154812	-0.04528928	-0.021137252	0.068423785	0.010448958
0.038416117	0.024156757	0.08749162	-0.0401202	-0.043506484	-0.018581633	-0.0145596685	-0.0760956	-0.023956917	-0.010627975	-0.043136913	0.052420583	-0.048231423	-0.034341577	-0.10065004	-0.07121357
0.04198934	0.023708632	0.06444916	-0.002292341	0.012297779	0.044786893	-0.039351933	-0.05933606	-0.064172916	0.10958552	-0.032032162	-0.1452567	0.03549792	0.013629226	0.0008075379	0.026940895
0.044451624	0.009515572	-0.023778794	0.0031668204	0.08235205	-0.069584586	-0.011177789	-0.017148439	0.086742535	0.026526682	0.105411604	-0.03839047	-0.035862233	-0.08392181	0.077401444	-0.05602117
-0.04429053	-0.08967051	0.037041567	-0.05535694	-0.15714045	0.021355666	0.050219573	-0.030623192	-0.021736143	0.035938177	-0.015693365	-0.13408472	0.04213918	0.032827146	-0.06061285	-0.08384227
0.05827794	0.021046069	0.039452024	0.035139065	-0.051009715	-0.01385706	0.089389555	-0.094113946	-0.011457571	0.08285048	-0.0035747206	0.04363232	-0.022502594	-0.019067593	-0.018806389	-0.009089935
0.04332975	-0.03409715	-0.048927505	-0.0132716745	-0.04182397	-0.08492645	0.022184739	-0.06625388	-0.060493823	0.048445113	0.026503341	-0.047004018	-0.08180051	-0.025487827	0.028059151	0.13367774
-0.013310579	0.04350655	-0.062533036	-0.021370161	-0.0045939065	-0.0021501097	-0.04234607	-0.06229103	-0.01789337	-0.075800635	-0.011790099	-0.007289833	-0.038297273	-0.08482687	0.03111369	0.038335033
0.006064078	0.000998878	0.039417077	0.010010911	-0.023406275	0.06555394	0.052225817	-0.05860666	-0.0064132204	0.073708855	-0.031799622	-0.08515098	0.084108934	-0.030164065	-0.008019759	-0.0072530615
-0.05561356	0.051993858	0.080090255	-0.023452044	0.0832914	0.055912536	0.039671905	0.05564014	0.05926262	-0.069900095	-0.108869016	-0.06517035	0.0007022359	0.030333687	-0.028330063	0.041582324
0.04889735	0.047656298	0.06918746	0.021177564	-0.05405136	0.025737632	0.0066458723	0.054910213	-0.036510937	0.03467399	-0.022443563	-0.024359522	0.032196015	-0.028920779	-0.113318585	0.039062403
-0.008019175	0.006281799	0.06549286	-0.037854657	-0.023777982	-0.031645447	0.024818584	0.012395624	0.03865463	0.058120836	-0.07318234	-0.12138743	-0.021326909	0.058618344	-0.0065199803	0.009127001
0.015129957	0.070955984	-0.055872284	-0.016593808	-0.08154079	0.062677085	0.11137102	0.009317486	-0.049836133	0.020068724	0.034169212	-0.15972093	-0.07471762	-0.013041566	-0.037490036	0.044598732
0.048747066	-0.022932509	-0.10798808	-0.020255607	-0.023759773	0.060066253	0.04731469	0.033020604	0.028612286	0.0048433747	0.007156841	-0.105965614	-0.07581182	-0.035232946	-0.024455868	-0.0045855287
